PMID,Split,Number of Annotators,Aggregate,Has Human Subjects,Has Target Disease,Cohort Study or Clinical Trial,Has Quantitative Outcome Measure,Has Study Drug(s),Has Population Size,Has Comparator Group
29083968,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
27325220,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
16020596,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
12739706,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
27930655,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
3755645,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
23033347,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
18932029,Test,3,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0
19956119,Train,3,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0
15291662,Train,3,1,1.0,1.0,1.0,1.0,1.0,0.0,1.0
26423110,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9869506,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
3524185,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
3360972,Train,3,1,1.0,0.0,1.0,1.0,1.0,0.0,1.0
11937179,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9570262,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
32107560,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3523020,Train,3,1,1.0,1.0,0.0,1.0,1.0,1.0,0.0
20607876,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
10024837,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
20116946,Test,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
22683020,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10594793,Validation,3,1,1.0,0.0,1.0,0.0,1.0,1.0,1.0
29863229,Train,3,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0
30587219,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
27550177,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1283192,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11588025,Test,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9663834,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
21696785,Train,3,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0
11471853,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17867631,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
27620995,Train,3,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0
9242843,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
32353167,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
16945289,Validation,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
12381251,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
15735486,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2013151,Test,3,1,1.0,0.0,1.0,0.0,1.0,1.0,1.0
29284188,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
17492265,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
33948942,Train,3,1,1.0,1.0,0.0,1.0,0.0,1.0,0.0
29626281,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
26148560,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
31026261,Train,3,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0
21921368,Train,3,1,1.0,1.0,1.0,1.0,1.0,0.0,1.0
25041257,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
15259838,Train,3,1,1.0,1.0,1.0,0.0,0.0,1.0,0.0
12584286,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
31957972,Validation,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10503823,Test,3,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0
15191020,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17339622,Train,3,1,1.0,1.0,1.0,1.0,1.0,0.0,1.0
24955077,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
17334308,Test,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2434162,Test,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17382151,Validation,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
25574708,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
11496020,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
24705344,Train,3,1,1.0,1.0,0.0,1.0,0.0,1.0,0.0
16397403,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
32006423,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
15310527,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11442214,Test,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
25027585,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
26497922,Train,3,1,1.0,1.0,1.0,1.0,1.0,0.0,1.0
3330140,Test,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
35101086,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
24205041,Train,3,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0
21232766,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
24097439,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17630647,Train,3,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
19477374,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
6500756,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
31348506,Test,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
12572707,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
27280961,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
20670228,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
19445860,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
25146743,Train,3,1,1.0,1.0,0.0,1.0,1.0,1.0,0.0
23828846,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
16238905,Validation,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
12584579,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
9704651,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
9800150,Validation,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
33063749,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
11168503,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1329480,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
14962235,Train,3,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0
12134620,Train,3,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0
12802024,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17496442,Test,3,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0
9580385,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12172327,Train,3,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0
31306454,Train,3,1,1.0,1.0,0.0,1.0,1.0,1.0,0.0
6753911,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8784646,Train,3,1,1.0,0.0,1.0,0.0,1.0,1.0,1.0
17977162,Train,3,1,1.0,1.0,1.0,1.0,1.0,0.0,1.0
9753485,Validation,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9334894,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10344212,Validation,3,1,1.0,1.0,1.0,1.0,1.0,0.0,1.0
11102254,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8807439,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
2723170,Train,3,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0
10888309,Train,3,1,0.0,0.0,1.0,1.0,1.0,1.0,1.0
2455151,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18614419,Train,3,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0
20456300,Train,3,1,1.0,1.0,1.0,1.0,1.0,0.0,1.0
11763110,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
22085778,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1799916,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
6233547,Validation,3,1,1.0,0.0,1.0,0.0,1.0,1.0,1.0
9799053,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10942644,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
23548391,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
26376600,Train,3,1,0.0,1.0,0.0,1.0,1.0,1.0,1.0
30045337,Train,3,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0
19034036,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
78297,Validation,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
24100112,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
22017284,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
36201545,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
28028557,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
9184615,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
27253216,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
12678197,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
12798838,Train,3,1,1.0,1.0,0.0,1.0,0.0,1.0,1.0
21962091,Train,3,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0
30801621,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
8789699,Train,3,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0
34521593,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10676922,Train,3,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0
782306,Train,3,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0
10670117,Test,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
7595744,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
28109729,Test,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
28475282,Test,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
28929323,Validation,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
29088026,Train,3,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0
25439099,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
12795046,Train,3,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0
12046383,Train,3,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0
10048504,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11192231,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
15762771,Train,3,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0
21385103,Train,3,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0
29285775,Validation,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
28960797,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
21396214,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
15976235,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17910835,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
22549879,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
28938905,Train,3,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0
36115671,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
11065222,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
31843335,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12417543,Validation,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
28919375,Train,3,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0
14660155,Train,3,1,1.0,1.0,1.0,0.0,0.0,1.0,0.0
19201400,Train,3,1,1.0,0.0,1.0,1.0,1.0,0.0,1.0
15797351,Train,3,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0
7634974,Train,3,1,1.0,1.0,0.0,1.0,0.0,1.0,0.0
8833987,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
19801149,Validation,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12037693,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
15053783,Validation,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
20563524,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
2111239,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
29613996,Test,3,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0
29233507,Train,3,1,1.0,1.0,0.0,0.0,1.0,1.0,0.0
2384652,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
9727818,Validation,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
30341029,Train,3,1,1.0,1.0,0.0,1.0,1.0,1.0,1.0
3296867,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
12456902,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17804098,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1424856,Validation,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
8964646,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
20737263,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
28441449,Test,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14551237,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8425994,Test,3,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0
34911904,Train,3,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0
18360014,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
23773231,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
34398013,Train,3,1,1.0,1.0,0.0,1.0,1.0,1.0,0.0
2825856,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
27438683,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
26497689,Test,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
30308586,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
29228207,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
23788609,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
9832115,Train,3,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0
17548076,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
32392083,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1375678,Train,3,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0
27046186,Train,3,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0
8924063,Train,3,1,1.0,1.0,0.0,1.0,1.0,1.0,1.0
3094059,Train,3,1,1.0,0.0,1.0,0.0,1.0,0.0,1.0
363052,Train,3,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0
8959316,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
20682671,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
15372179,Validation,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
7829787,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
15921803,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
9024174,Train,3,1,1.0,0.0,1.0,1.0,1.0,0.0,1.0
22535473,Train,3,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0
30685483,Validation,3,1,1.0,1.0,0.0,1.0,0.0,1.0,1.0
3541500,Train,3,1,0.0,1.0,0.0,1.0,1.0,1.0,1.0
8803897,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
2758730,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
7876505,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
7565948,Validation,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
8829718,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
30043538,Train,3,1,0.0,1.0,0.0,1.0,1.0,1.0,1.0
10593368,Test,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
27409606,Train,3,1,1.0,1.0,0.0,1.0,1.0,1.0,0.0
14655964,Train,3,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0
11998809,Train,3,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1842883,Test,3,1,1.0,1.0,1.0,1.0,1.0,0.0,1.0
7492385,Train,3,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0
23952171,Train,3,1,1.0,1.0,0.0,0.0,1.0,1.0,0.0
15054681,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12182261,Test,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
25501820,Train,3,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0
24749780,Validation,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
23570818,Train,3,1,1.0,0.0,1.0,0.0,0.0,1.0,1.0
31609275,Validation,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
26550813,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
18567918,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7591493,Train,3,1,1.0,0.0,1.0,0.0,1.0,1.0,0.0
15260915,Train,3,1,1.0,1.0,0.0,1.0,0.0,1.0,0.0
8162672,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
6463091,Train,3,1,1.0,0.0,1.0,0.0,1.0,0.0,1.0
23680817,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
15226333,Test,3,1,1.0,1.0,0.0,1.0,1.0,1.0,0.0
24290461,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
32506444,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
14671468,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
11520775,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
25520127,Test,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
22006274,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
27276373,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9132838,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
11895878,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
16041313,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
16420663,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9831269,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
19710251,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
21821970,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
25502168,Train,3,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0
23277245,Validation,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8625677,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
29776346,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
20403483,Train,3,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0
25088385,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
30306831,Test,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
30020015,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
10822316,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11893345,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9213812,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
35426326,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10811664,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
36164084,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
29895624,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
10395357,Validation,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8855737,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
22954201,Validation,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
27862097,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7042373,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
19331689,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
15610945,Test,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1398514,Train,3,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0
22117505,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
23098325,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
22851059,Test,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
27461936,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
23398127,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
19725598,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
24810946,Train,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15077098,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17697968,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
3880086,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
18591461,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
20064642,Train,3,1,1.0,1.0,0.0,0.0,1.0,1.0,1.0
16115483,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
8273984,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10170301,Train,3,1,1.0,1.0,1.0,1.0,1.0,0.0,1.0
12196361,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
10480442,Train,3,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
381220,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
28639856,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
12791334,Train,3,1,1.0,0.0,1.0,0.0,1.0,1.0,0.0
15963081,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
28780999,Validation,3,1,1.0,1.0,0.0,1.0,0.0,1.0,0.0
31806613,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
8965185,Train,3,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1726458,Train,3,1,1.0,1.0,1.0,0.0,0.0,1.0,0.0
18491405,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
20935616,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
11373473,Train,3,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0
2709088,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
19381881,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
23796974,Validation,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
22946880,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
23700063,Train,3,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0
14529101,Test,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
8695019,Train,3,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
7768760,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
16003231,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11476911,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
10464783,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
30395359,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
25350224,Validation,3,1,1.0,0.0,1.0,1.0,1.0,1.0,0.0
10418756,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
29232752,Train,3,1,0.0,0.0,1.0,1.0,0.0,1.0,0.0
3905630,Train,3,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0
9690979,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9408691,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
9648959,Train,3,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0
12152002,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8270292,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3175393,Train,3,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
35347168,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
15496639,Train,3,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0
10418538,Validation,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
15482385,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
35941669,Test,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
8468765,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
30234616,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17026909,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6405435,Train,3,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0
11214033,Train,3,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0
6814568,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
10195530,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
8816204,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10210384,Train,3,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0
32783474,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
31508883,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9856375,Validation,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
31370811,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
6896406,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
15655272,Validation,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
8964329,Train,3,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0
34802864,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
9347436,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
2729315,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8938881,Train,3,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0
23169362,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
19917845,Validation,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
28465300,Validation,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
16384809,Train,3,1,1.0,1.0,0.0,1.0,0.0,1.0,0.0
2449384,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10583029,Test,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
34507892,Test,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
